实体id,实体名称,预警指数,此次预警时间,最早预警时间,预警理由,集资模式,风险评级,业态类型,所属行业,问题平台,省份,城市,实体类别,实体来源,收益率,收益率大小所属分位点,担保承诺,煽动性广告数量,煽动性广告数所属分位点,负面舆情数量,负面舆情数所属分位点,诉讼记录数量,诉讼记录数所属分位点,经营异常数量,经营异常数所属分位点,赞成数,反对数
1926,汇盈金服,85.2857,2018-04-15,2018-01-10,"负面舆情多；
煽动性广告多；
",直接借贷,小,网络借贷,金融业或类金融业,无,北京,北京,平台,网贷之家,9%,15%,3,95,85%,29,85%,0,不详,0,不详,1,0
3152,鲁小姐理财,85.2857,2018-04-15,2018-03-25,"经营异常多；
",直接借贷,小,网络借贷,金融业或类金融业,无,浙江,杭州,工司,数据库,不详,不详,3,40,45%,31,不详,0,不详,1,85%,1,0
17522,财猫,85.2857,2018-04-15,2018-01-30,"诉讼记录多；
煽动性广告多；
",直接借贷,小,网络借贷,金融业或类金融业,无,北京,朝阳,工司,数据库,不详,不详,3,304,95%,28,75%,2,85%,0,不详,1,0
24134,V金服,85.2857,2018-04-15,2018-02-25,"负面舆情多；
",无,不详,,无,无,广东,深圳,工司,数据库,不详,不详,3,10,20%,24,85%,0,不详,0,不详,0,1
448,存米网,85.0,2018-04-15,2018-03-18,暂无,,不详,网络借贷,,,浙江,,平台,网贷之家,18%,75%,3,0,不详,0,不详,0,不详,0,不详,0,0
1547,和润贷,85.0,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,浙江,上海,平台,网贷之家,18%,75%,3,0,不详,0,不详,0,不详,0,不详,0,0
2208,融金宝,85.0,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,广东,深圳,平台,网贷之家,18%,50%,3,12,60%,0,不详,0,不详,0,不详,0,0
2007,亿信宝,84.7143,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,北京,朝阳,平台,网贷之家,10%,20%,3,7,35%,51,75%,0,不详,0,不详,0,0
2116,民爱贷,84.7143,2018-04-15,2018-01-10,"负面舆情多；
煽动性广告多；
",,不详,互联网资产管理,,,上海,上海,平台,网贷之家,13%,50%,3,140,90%,34,90%,0,不详,0,不详,0,0
7781,赣通大宗商品,84.5,2018-04-15,2018-01-30,"负面舆情多；
",无,不详,交易所,无,无,上海,上海,工司,数据库,不详,不详,3,0,60%,7,85%,0,不详,0,不详,0,1
319,温州贷,84.1429,2018-04-15,2018-01-30,暂无,,不详,网络借贷,,,上海,,平台,网贷之家,不详,65%,3,14,30%,24,30%,0,不详,0,不详,0,0
949,广富宝,84.1429,2018-04-15,2018-01-10,"负面舆情多；
诉讼记录多；
",,不详,网络借贷,,,广东,深圳,平台,网贷之家,13%,40%,3,4,55%,25,90%,1,80%,0,不详,0,0
1250,小诸葛金服,84.1429,2018-04-15,2018-01-10,"煽动性广告多；
",,不详,网络借贷,,,上海,上海,工司,数据库,不详,不详,3,95,80%,35,60%,0,不详,0,不详,0,0
2032,亿亿理财,84.1429,2018-04-15,2018-03-18,"负面舆情多；
",,不详,网络借贷,,,上海,上海,平台,网贷之家,9%,15%,3,5,65%,25,90%,0,不详,0,不详,0,0
16469,美分期,84.1429,2018-04-15,2018-03-18,暂无,,不详,互联网消费金融,,,北京,朝阳,工司,数据库,不详,不详,3,14,60%,12,30%,0,不详,0,不详,0,0
19049,比特币,84.1429,2018-04-15,2018-04-01,暂无,,不详,虚拟货币,,,广东,深圳,工司,数据库,不详,不详,3,91,75%,25,45%,0,不详,0,不详,0,0
25058,智信创富,84.025,2018-04-15,2018-02-25,"诉讼记录多；
",,不详,网络借贷,,预警,上海,上海,平台,网贷之家,15%,65%,3,0,不详,0,不详,2,85%,0,不详,0,0
5166,国际期货,84.0,2018-04-15,2018-02-25,"负面舆情多；
煽动性广告多；
",,不详,互联网期货,,,江苏,,工司,数据库,不详,不详,3,256,80%,23,80%,0,不详,0,不详,0,0
27199,发发金融,84.0,2018-04-15,2018-01-30,"经营异常多；
",,不详,N,,停业,湖南,长沙,平台,网贷之家,18%,75%,3,0,不详,0,不详,0,不详,1,85%,0,0
963,金投行,83.5714,2018-04-15,2018-04-01,"经营异常多；
",,不详,网络借贷,,,浙江,杭州,平台,网贷之家,7%,不详,3,49,75%,23,不详,0,不详,1,85%,0,0
6014,借吧,83.5714,2018-04-15,2018-04-15,暂无,,不详,网络借贷,,,西藏,拉萨,工司,数据库,不详,不详,3,10,55%,23,75%,0,不详,0,不详,0,0
7647,樱桃金信,83.5714,2018-04-15,2018-01-30,"负面舆情多；
",,不详,网络借贷,,,浙江,杭州,工司,数据库,不详,不详,3,0,65%,52,95%,0,不详,0,不详,0,0
26332,即利宝,83.5714,2018-04-15,2018-03-25,"煽动性广告多；
",,不详,网络借贷,,预警,江苏,,工司,数据库,不详,不详,3,78,90%,25,不详,0,不详,0,不详,0,0
2205,微车融,83.535,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,北京,北京,平台,网贷之家,17%,75%,3,17,70%,1,不详,0,不详,0,不详,0,0
16,中储贷,83.5,2018-04-15,2018-01-30,暂无,,不详,网络借贷,,,河南,郑州,平台,网贷之家,17%,75%,3,2,45%,0,不详,0,不详,0,不详,0,0
413,蚂蚁打的,83.5,2018-04-15,2018-01-10,"煽动性广告多；
",,不详,互联网资产管理,,,河南,郑州,平台,网贷之家,17%,75%,3,17,90%,0,不详,0,不详,0,不详,0,0
4289,快速融资,83.5,2018-04-15,2018-03-18,暂无,,不详,网络借贷,,,上海,上海,工司,数据库,不详,不详,3,22,70%,7,60%,0,不详,0,不详,0,0
27970,金海贷,83.5,2018-04-15,2018-01-30,暂无,,不详,网络借贷,,终止运营,广东,深圳,平台,网贷之家,17%,75%,3,1,不详,0,55%,0,不详,0,不详,0,0
1964,圈圈金服,83.395,2018-04-15,2018-01-10,暂无,,不详,,,,广东,广州,平台,网贷之家,17%,75%,3,4,20%,0,不详,0,不详,0,不详,0,0
225,投复利,83.255,2018-04-15,2018-01-10,"诉讼记录多；
",,不详,互联网资产管理,,,湖北,武汉,平台,网贷之家,17%,75%,3,35,75%,0,不详,6,90%,0,不详,0,0
718,津融所,83.0,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,天津,天津,平台,网贷之家,18%,75%,3,0,不详,0,不详,0,不详,0,不详,0,0
1386,量子金融,83.0,2018-04-15,2018-01-10,"煽动性广告多；
",,不详,网络借贷,,,安徽,合肥,平台,网贷之家,14%,60%,3,68,85%,37,不详,0,不详,0,不详,0,0
6748,管家金服,83.0,2018-04-15,2018-04-01,"诉讼记录多；
煽动性广告多；
",,不详,网络借贷,,,上海,上海,工司,数据库,不详,不详,3,212,85%,27,不详,1,80%,0,不详,0,0
17393,金融帮,83.0,2018-04-15,2018-02-25,暂无,,不详,暂存疑,,,黑龙江,哈尔滨,工司,数据库,不详,不详,3,0,60%,97,不详,0,不详,0,不详,0,0
1129,信客网,82.8,2018-04-15,2018-01-10,"经营异常多；
",,不详,网络借贷,,,福建,福州,平台,网贷之家,17%,75%,3,0,不详,0,不详,0,不详,1,85%,0,0
1290,瑞鼎创投,82.8,2018-04-15,2018-01-10,"经营异常多；
",,不详,网络借贷,,,内蒙古,乌兰察布,平台,网贷之家,17%,75%,3,0,不详,0,不详,0,不详,1,85%,0,0
1669,瑞涛财富,82.8,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,浙江,金华,平台,网贷之家,17%,55%,3,0,不详,0,不详,0,不详,0,不详,0,0
1968,钱座,82.8,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,山东,青岛,平台,网贷之家,17%,75%,3,1,不详,0,不详,0,不详,0,不详,0,0
1961,互贷网,82.45,2018-04-15,2018-01-10,"诉讼记录多；
",,不详,网络借贷,,,上海,上海,平台,网贷之家,17%,75%,3,6,65%,0,不详,13,90%,0,不详,0,0
1936,合盘理财,82.4286,2018-04-15,2018-03-18,"诉讼记录多；
",,不详,,,,上海,上海,平台,网贷之家,不详,15%,3,11,60%,27,70%,1,80%,0,不详,0,0
19651,上海华通铂银交易市场,82.4286,2018-04-15,2018-01-30,"负面舆情多；
经营异常多；
",,不详,交易所,,,上海,上海,工司,数据库,不详,不详,3,4,30%,33,85%,0,不详,1,85%,0,0
22833,铂诺理财,82.4286,2018-04-15,2018-03-25,暂无,,不详,互联网资产管理,,,北京,北京,工司,数据库,不详,不详,3,14,不详,21,30%,0,不详,0,不详,0,0
25904,火币,82.4286,2018-04-15,2018-01-30,"负面舆情多；
煽动性广告多；
",无,不详,交易所,无,无,北京,北京,工司,数据库,不详,不详,3,302,90%,31,90%,0,不详,0,不详,0,1
489,畅贷网,82.38,2018-04-15,2018-01-10,"诉讼记录多；
",直接借贷,大,,金融业或类金融业,无,上海,上海,平台,网贷之家,17%,75%,3,0,不详,0,不详,9,90%,0,不详,1,0
146,大丰收金融,82.33,2018-04-15,2018-01-30,"负面舆情多；
存在担保承诺；",null,小,网络借贷,无,提现困难,广东,深圳,平台,网贷之家,16%,75%,1,0,50%,5,85%,0,不详,0,不详,1,0
904,麦子金服财富,82.205,2018-04-15,2018-01-30,"诉讼记录多；
",,不详,,,,上海,上海,平台,网贷之家,17%,60%,3,16,55%,5,60%,23,95%,0,不详,0,0
4177,齐海金融,82.0,2018-04-15,2018-04-01,"诉讼记录多；
",,不详,网络借贷,,,湖北,武汉,工司,数据库,不详,不详,3,7,45%,19,不详,33,95%,0,不详,0,0
12645,创世资产管理,82.0,2018-04-15,2018-02-25,暂无,null,小,互联网资产管理,无,无,广东,广州,工司,数据库,不详,不详,3,0,30%,6,60%,0,不详,0,不详,1,0
180,沐金农,81.8571,2018-04-15,2018-01-30,"负面舆情多；
",,不详,网络借贷,,,北京,北京,平台,网贷之家,12%,40%,3,37,65%,20,90%,0,不详,0,不详,0,0
908,铜掌柜,81.8571,2018-04-15,2018-04-15,"煽动性广告多；
",,不详,网络借贷,,,浙江,杭州,平台,网贷之家,9%,15%,3,66,85%,20,75%,0,不详,0,不详,0,0
21909,鑫申财富,81.8571,2018-04-15,2018-04-01,"诉讼记录多；
",,不详,互联网资产管理,,,江苏,苏州,工司,数据库,不详,不详,3,4,不详,20,不详,2,85%,0,不详,0,0
2286,金源贷,81.715,2018-04-15,2018-01-10,"收益率过高；
",,不详,网络借贷,,,山东,青岛,平台,网贷之家,16%,85%,3,0,不详,0,不详,0,不详,0,不详,0,0
6160,嘉时金服,81.5,2018-04-15,2018-03-18,暂无,,不详,网络借贷,,,浙江,,工司,数据库,不详,不详,3,0,不详,6,60%,0,不详,0,不详,0,0
27556,招财网,81.5,2018-04-15,2018-01-30,暂无,,不详,网络借贷,,,陕西,西安,平台,网贷之家,14%,60%,3,0,不详,0,不详,0,不详,0,不详,0,0
2144,知财网,81.4,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,四川,成都,平台,网贷之家,16%,75%,3,14,50%,0,不详,0,不详,0,不详,0,0
294,普资金服,81.2857,2018-04-15,2018-04-01,"煽动性广告多；
",,不详,,,,上海,上海,平台,网贷之家,9%,10%,3,109,85%,38,不详,0,不详,0,不详,0,0
2084,城城理财,81.2857,2018-04-15,2018-01-10,"诉讼记录多；
",,不详,网络借贷,,,浙江,杭州,平台,网贷之家,12%,50%,3,28,60%,38,不详,1,80%,0,不详,0,0
2337,借贷宝,81.2857,2018-04-15,2018-01-30,"负面舆情多；
煽动性广告多；
",,不详,网络借贷,,,北京,北京,平台,网贷之家,5%,不详,3,329,80%,120,95%,0,不详,0,不详,0,0
13908,小牛资本,81.2857,2018-04-15,2018-03-25,"诉讼记录多；
",,不详,互联网资产管理,,,广东,深圳,工司,数据库,不详,不详,3,15,65%,19,不详,6,90%,0,不详,0,0
18619,车丰汇,81.2857,2018-04-15,2018-03-18,暂无,,不详,,,,北京,朝阳,平台,网贷之家,不详,不详,3,5,不详,20,不详,0,不详,0,不详,0,0
26082,玖信贷,81.2857,2018-04-15,2018-01-30,暂无,,不详,互联网资产管理,,停业,北京,朝阳,平台,网贷之家,14%,60%,3,0,不详,19,不详,0,不详,0,不详,0,0
13894,360借条,81.0,2018-04-15,2018-01-30,"煽动性广告多；
",,不详,网络借贷,,,福建,福州,工司,数据库,不详,不详,3,120,90%,13,45%,0,不详,0,不详,0,0
1342,e资产,80.84,2018-04-15,2018-01-30,暂无,,不详,网络众筹,,,湖南,长沙,平台,网贷之家,16%,75%,3,16,70%,0,不详,0,不详,0,不详,0,0
1131,众易贷,80.735,2018-04-15,2018-01-10,"煽动性广告多；
经营异常多；
",,不详,网络借贷,,,河南,郑州,平台,网贷之家,16%,75%,3,61,85%,0,不详,0,不详,1,85%,0,0
130,民信贷,80.7143,2018-04-15,2018-03-18,"负面舆情多；
",,不详,网络借贷,,,北京,北京,平台,网贷之家,11%,40%,3,24,50%,59,80%,0,不详,0,不详,0,0
1021,豆蔓智投,80.7143,2018-04-15,2018-03-18,"负面舆情多；
",,不详,网络借贷,,,北京,朝阳,平台,网贷之家,11%,30%,3,1,40%,18,80%,0,不详,0,不详,0,0
1474,广裕贷,80.7,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,江西,吉安,平台,网贷之家,16%,75%,3,0,不详,0,不详,0,不详,0,不详,0,0
1370,财富智汇,80.49,2018-04-15,2018-01-10,"煽动性广告多；
",,不详,,,,江苏,,平台,网贷之家,16%,70%,3,106,80%,0,不详,0,不详,0,不详,0,0
1883,快捷财富,80.49,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,广东,东莞,平台,网贷之家,16%,75%,3,8,30%,0,不详,0,不详,0,不详,0,0
155,金融圈,80.1429,2018-04-15,2018-03-18,"经营异常多；
",,不详,互联网资产管理,,,广东,深圳,平台,网贷之家,9%,15%,3,66,40%,30,不详,0,不详,1,85%,0,0
1865,蛙蛙在线,80.1429,2018-04-15,2018-01-10,"负面舆情多；
经营异常多；
",,不详,网络借贷,,提现困难,广东,深圳,平台,网贷之家,10%,20%,3,0,40%,37,95%,0,不详,1,85%,1,0
20151,合星财富,80.1429,2018-04-15,2018-01-30,"负面舆情多；
诉讼记录多；
经营异常多；
",,不详,互联网资产管理,,,上海,上海,工司,数据库,不详,不详,3,9,65%,34,90%,8,90%,1,85%,0,0
24451,亿金融,80.1429,2018-04-15,2018-01-30,"负面舆情多；
煽动性广告多；
",无,不详,金融超市,无,无,上海,上海,工司,数据库,不详,不详,3,20,85%,23,90%,0,不详,0,不详,0,1
24726,农金宝,80.1429,2018-04-15,2018-04-15,暂无,,不详,网络借贷,,,广东,深圳,工司,数据库,不详,不详,3,15,20%,17,30%,0,不详,0,不详,0,0
26577,东方融资网,80.1429,2018-04-15,2018-01-30,"负面舆情多；
诉讼记录多；
煽动性广告多；
",,不详,网络借贷,,,上海,上海,工司,数据库,不详,不详,3,113,85%,41,95%,7,90%,0,不详,0,0
1085,前沿财富,80.14,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,广东,深圳,平台,网贷之家,16%,75%,3,5,50%,1,不详,0,不详,0,不详,0,0
192,甬e贷,80.0,2018-04-15,2018-01-30,"煽动性广告多；
经营异常多；
",,不详,网络借贷,,,浙江,宁波,平台,网贷之家,16%,70%,3,97,85%,1,不详,0,不详,1,85%,0,0
341,久信金服,80.0,2018-04-15,2018-01-10,暂无,,不详,,,,山东,青岛,平台,网贷之家,16%,70%,3,3,30%,0,不详,0,不详,0,不详,0,0
420,宏东资本,80.0,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,安徽,合肥,平台,网贷之家,16%,70%,3,0,不详,0,不详,0,不详,0,不详,0,0
1390,中潮金服,80.0,2018-04-15,2018-01-10,暂无,null,大,网络借贷,无,无,浙江,,平台,网贷之家,16%,70%,3,8,50%,11,55%,0,不详,0,不详,1,0
1965,联保投资网,80.0,2018-04-15,2018-01-10,暂无,,不详,,,,河南,郑州,平台,网贷之家,16%,70%,3,0,不详,0,不详,0,不详,0,不详,0,0
11605,高搜易黄金,80.0,2018-04-15,2018-01-30,暂无,无,不详,交易所,无,无,广东,深圳,工司,数据库,16%,70%,3,1,20%,0,不详,0,不详,0,不详,0,1
12632,车蚁金服,80.0,2018-04-15,2018-01-30,暂无,,不详,网络借贷,,,浙江,杭州,工司,数据库,16%,70%,3,7,不详,0,不详,0,不详,0,不详,0,0
28115,高搜易,80.0,2018-04-15,2018-01-30,"诉讼记录多；
经营异常多；
",,不详,网络借贷,,,广东,深圳,工司,数据库,16%,70%,3,101,70%,0,不详,2,85%,1,85%,0,0
28419,葡萄串,79.625,2018-04-15,2018-02-25,暂无,,不详,网络借贷,,提现困难,北京,北京,平台,网贷之家,14%,55%,3,16,70%,0,不详,0,不详,0,不详,0,0
306,聚金资本,79.5714,2018-04-15,2018-01-30,"负面舆情多；
经营异常多；
",null,小,网络借贷,无,无,河南,郑州,平台,网贷之家,13%,50%,3,20,70%,16,80%,0,不详,1,85%,1,0
892,微贷网,79.5714,2018-04-15,2018-01-10,"负面舆情多；
诉讼记录多；
煽动性广告多；
",,不详,网络借贷,,,浙江,杭州,平台,网贷之家,7%,不详,3,203,95%,58,90%,5,90%,0,不详,0,0
2732,浣熊理财,79.5714,2018-04-15,2018-03-18,暂无,,不详,网络借贷,,,浙江,宁波,平台,网贷之家,不详,不详,3,32,45%,41,不详,0,不详,0,不详,0,0
11558,中信金融租赁,79.5714,2018-04-15,2018-03-18,"负面舆情多；
诉讼记录多；
",,不详,互联网+X,,,北京,北京,工司,数据库,不详,不详,3,7,60%,16,85%,31,95%,0,不详,0,0
25268,国泰惠民益贷,79.5714,2018-04-15,2018-01-30,"负面舆情多；
",,不详,互联网资产管理,,,上海,上海,工司,数据库,不详,不详,3,2,70%,17,85%,0,不详,0,不详,0,0
27263,宜信,79.5714,2018-04-15,2018-01-30,"负面舆情多；
煽动性广告多；
",,不详,网络众筹,,,北京,北京,工司,数据库,不详,不详,3,221,90%,38,90%,0,不详,0,不详,0,0
11206,海航投资,79.5,2018-04-15,2018-01-30,"煽动性广告多；
",,不详,互联网资产管理,,,广东,深圳,工司,数据库,不详,不详,3,107,85%,8,65%,0,不详,0,不详,0,0
18582,安信,79.5,2018-04-15,2018-03-18,"煽动性广告多；
",,不详,互联网保险,,,湖北,武汉,工司,数据库,不详,不详,3,441,95%,22,75%,0,不详,0,不详,0,0
21372,天天付,79.5,2018-04-15,2018-01-30,暂无,,大,第三方支付,,无,上海,上海,工司,数据库,不详,不详,3,0,30%,5,60%,0,不详,0,不详,2,0
285,广信贷,79.25,2018-04-15,2018-01-31,"煽动性广告多；
",,不详,网络借贷,,,北京,朝阳,平台,网贷之家,16%,65%,3,111,85%,1,不详,0,不详,0,不详,0,0
102,天天利财,79.0,2018-04-15,2018-04-15,"负面舆情多；
",,不详,,,,北京,朝阳,平台,网贷之家,不详,不详,3,3,75%,15,80%,0,不详,0,不详,0,0
275,搜易贷,79.0,2018-04-15,2018-01-30,"负面舆情多；
煽动性广告多；
",,不详,网络借贷,,,北京,北京,平台,网贷之家,8%,5%,3,61,80%,111,95%,0,不详,0,不详,0,0
1344,点石金融,79.0,2018-04-15,2018-01-30,"负面舆情多；
",,不详,网络借贷,,,江西,南昌,平台,网贷之家,不详,不详,3,0,不详,15,85%,0,不详,0,不详,0,0
5962,小灰熊,79.0,2018-04-15,2018-03-18,暂无,,不详,网络借贷,,,浙江,杭州,工司,数据库,不详,不详,3,34,20%,33,60%,0,不详,0,不详,0,0
13046,黄河金三角,79.0,2018-04-15,2018-01-30,暂无,,不详,交易所,,,陕西,,工司,数据库,不详,不详,3,11,55%,15,65%,0,不详,0,不详,0,0
13787,富祥微交易,79.0,2018-04-15,2018-01-30,暂无,,不详,微盘,,,上海,上海,工司,数据库,不详,不详,3,23,70%,15,70%,0,不详,0,不详,0,0
126,潜隆贷,78.75,2018-04-15,2018-01-10,"收益率过高；
",,不详,网络借贷,,平台诈骗,四川,成都,平台,网贷之家,19%,85%,3,0,不详,0,不详,0,不详,0,不详,1,0
2529,芝麻宝金服,78.4286,2018-04-15,2018-04-08,"诉讼记录多；
",,不详,网络借贷,,,上海,上海,平台,网贷之家,不详,不详,3,16,55%,33,不详,1,80%,0,不详,0,0
218,钱满仓,77.8571,2018-04-15,2018-03-18,"负面舆情多；
煽动性广告多；
",,不详,网络借贷,,,北京,北京,平台,网贷之家,9%,20%,3,53,80%,20,85%,0,不详,0,不详,0,0
370,酷盈网,77.8571,2018-04-15,2018-01-10,"负面舆情多；
",,不详,网络借贷,,提现困难,北京,北京,平台,网贷之家,10%,20%,3,4,65%,14,90%,0,不详,0,不详,0,0
532,帮友贷,77.8571,2018-04-15,2018-01-10,"负面舆情多；
",,不详,网络借贷,,良性退出,北京,朝阳,平台,网贷之家,14%,60%,3,17,70%,16,90%,0,不详,0,不详,0,0
1258,壹理财,77.8571,2018-04-15,2018-01-10,"负面舆情多；
",,不详,互联网资产管理,,,上海,,平台,网贷之家,11%,30%,3,4,20%,13,80%,0,不详,0,不详,0,0
2040,货融贷,77.8571,2018-04-15,2018-01-10,"煽动性广告多；
经营异常多；
存在担保承诺；",,不详,网络借贷,,,安徽,合肥,平台,网贷之家,不详,不详,1,165,85%,15,75%,0,不详,1,85%,1,0
